No.,Source,Question,Solution,Step,KC applied
69,MATH Counting,"If two distinct members of the set $\\{ 3, 7, 21, 27, 35, 42, 51 \\}$ are randomly selected and multiplied, what is the probability that the product is a multiple of 63? Express your answer as a common fraction.","In order to produce a multiple of 63, we must choose at least two factors of 3 and one factor of 7 among the prime factorizations of the two numbers we choose.  We count the number of ways in which we can do this by considering the four multiples of 7 in our list.  There are two which are not multiples of 3 (7 and 35) and two that are multiples of 3 but not 9 (21 and 42).  Each of 7 and 35 can be paired with 27 to give a multiple of 63, so that's two successes.  Each of 21 and 42 can be paired with any of 3, 27, or 51, which gives another $2\\cdot 3 = 6$ successes.  Finally, we can choose both 21 and 42, and we have a total of $2+6+1 = 9$ successes.\n\nSince there are $\\binom{7}{2}=21$ total ways to choose a pair of numbers from the list, the probability that a randomly chosen pair of numbers will have a product which is a multiple of 63 is $\\frac{9}{21}=\\boxed{\\frac{3}{7}}$.",$2\\cdot 3 = 6$,HS.S-CP.B.9
70,MATH Counting,"If two distinct members of the set $\\{ 3, 7, 21, 27, 35, 42, 51 \\}$ are randomly selected and multiplied, what is the probability that the product is a multiple of 63? Express your answer as a common fraction.","In order to produce a multiple of 63, we must choose at least two factors of 3 and one factor of 7 among the prime factorizations of the two numbers we choose.  We count the number of ways in which we can do this by considering the four multiples of 7 in our list.  There are two which are not multiples of 3 (7 and 35) and two that are multiples of 3 but not 9 (21 and 42).  Each of 7 and 35 can be paired with 27 to give a multiple of 63, so that's two successes.  Each of 21 and 42 can be paired with any of 3, 27, or 51, which gives another $2\\cdot 3 = 6$ successes.  Finally, we can choose both 21 and 42, and we have a total of $2+6+1 = 9$ successes.\n\nSince there are $\\binom{7}{2}=21$ total ways to choose a pair of numbers from the list, the probability that a randomly chosen pair of numbers will have a product which is a multiple of 63 is $\\frac{9}{21}=\\boxed{\\frac{3}{7}}$.",$2+6+1 = 9$,HS.S-CP.B.9
71,MATH Counting,"If two distinct members of the set $\\{ 3, 7, 21, 27, 35, 42, 51 \\}$ are randomly selected and multiplied, what is the probability that the product is a multiple of 63? Express your answer as a common fraction.","In order to produce a multiple of 63, we must choose at least two factors of 3 and one factor of 7 among the prime factorizations of the two numbers we choose.  We count the number of ways in which we can do this by considering the four multiples of 7 in our list.  There are two which are not multiples of 3 (7 and 35) and two that are multiples of 3 but not 9 (21 and 42).  Each of 7 and 35 can be paired with 27 to give a multiple of 63, so that's two successes.  Each of 21 and 42 can be paired with any of 3, 27, or 51, which gives another $2\\cdot 3 = 6$ successes.  Finally, we can choose both 21 and 42, and we have a total of $2+6+1 = 9$ successes.\n\nSince there are $\\binom{7}{2}=21$ total ways to choose a pair of numbers from the list, the probability that a randomly chosen pair of numbers will have a product which is a multiple of 63 is $\\frac{9}{21}=\\boxed{\\frac{3}{7}}$.",$\\binom{7}{2}=21$,HS.S-CP.B.9
72,MATH Counting,"If two distinct members of the set $\\{ 3, 7, 21, 27, 35, 42, 51 \\}$ are randomly selected and multiplied, what is the probability that the product is a multiple of 63? Express your answer as a common fraction.","In order to produce a multiple of 63, we must choose at least two factors of 3 and one factor of 7 among the prime factorizations of the two numbers we choose.  We count the number of ways in which we can do this by considering the four multiples of 7 in our list.  There are two which are not multiples of 3 (7 and 35) and two that are multiples of 3 but not 9 (21 and 42).  Each of 7 and 35 can be paired with 27 to give a multiple of 63, so that's two successes.  Each of 21 and 42 can be paired with any of 3, 27, or 51, which gives another $2\\cdot 3 = 6$ successes.  Finally, we can choose both 21 and 42, and we have a total of $2+6+1 = 9$ successes.\n\nSince there are $\\binom{7}{2}=21$ total ways to choose a pair of numbers from the list, the probability that a randomly chosen pair of numbers will have a product which is a multiple of 63 is $\\frac{9}{21}=\\boxed{\\frac{3}{7}}$.",$\\frac{9}{21}=\\boxed{\\frac{3}{7}}$,HS.S-CP.B.9
73,MATH Algebra,"If $A=2+i$, $O=-4$, $P=-i$, and $S=2+4i$, find $A-O+P+S$.","Adding real parts and imaginary parts separately, we have $(2-(-4)+0+2)+(1+0-1+4)i=\\boxed{8+4i}$",$(2-(-4)+0+2)+(1+0-1+4)i=\\boxed{8+4i}$,HS.N-CN.A.1
74,MATH Algebra,"In the geometric sequence with a first term of $6$ and a second term of $-6$, what is the $205^{th}$ term?","The common ratio of this sequence is $-1$.  The first few terms will be: $$6,-6,6,-6,...$$All even numbered terms have value $-6$, and all odd numbered terms have value $6$.  Since 205 is odd, its value will be $\\boxed{6}$",$-1$,3.OA.D.9
75,MATH Algebra,"In the geometric sequence with a first term of $6$ and a second term of $-6$, what is the $205^{th}$ term?","The common ratio of this sequence is $-1$.  The first few terms will be: $$6,-6,6,-6,...$$All even numbered terms have value $-6$, and all odd numbered terms have value $6$.  Since 205 is odd, its value will be $\\boxed{6}$",$$,3.OA.D.9
76,MATH Algebra,"In the geometric sequence with a first term of $6$ and a second term of $-6$, what is the $205^{th}$ term?","The common ratio of this sequence is $-1$.  The first few terms will be: $$6,-6,6,-6,...$$All even numbered terms have value $-6$, and all odd numbered terms have value $6$.  Since 205 is odd, its value will be $\\boxed{6}$",$$,3.OA.D.9
77,MATH Algebra,"In the geometric sequence with a first term of $6$ and a second term of $-6$, what is the $205^{th}$ term?","The common ratio of this sequence is $-1$.  The first few terms will be: $$6,-6,6,-6,...$$All even numbered terms have value $-6$, and all odd numbered terms have value $6$.  Since 205 is odd, its value will be $\\boxed{6}$",$-6$,3.OA.D.9
78,MATH Algebra,"In the geometric sequence with a first term of $6$ and a second term of $-6$, what is the $205^{th}$ term?","The common ratio of this sequence is $-1$.  The first few terms will be: $$6,-6,6,-6,...$$All even numbered terms have value $-6$, and all odd numbered terms have value $6$.  Since 205 is odd, its value will be $\\boxed{6}$",$6$,3.OA.D.9
79,MATH Algebra,"In the geometric sequence with a first term of $6$ and a second term of $-6$, what is the $205^{th}$ term?","The common ratio of this sequence is $-1$.  The first few terms will be: $$6,-6,6,-6,...$$All even numbered terms have value $-6$, and all odd numbered terms have value $6$.  Since 205 is odd, its value will be $\\boxed{6}$",$\\boxed{6}$,3.OA.D.9
80,MATH Prealgebra,Find the area in square feet of a square with a perimeter of 32ft,"If the perimeter of the square is $32$ feet, then the length of each side is $\\frac{32}{4}=8$ feet. That makes the area of the square $8^2=\\boxed{64}$ square feet",$32$,3.G.A.1
81,MATH Prealgebra,Find the area in square feet of a square with a perimeter of 32ft,"If the perimeter of the square is $32$ feet, then the length of each side is $\\frac{32}{4}=8$ feet. That makes the area of the square $8^2=\\boxed{64}$ square feet",$\\frac{32}{4}=8$,3.MD.D.8
82,MATH Prealgebra,Find the area in square feet of a square with a perimeter of 32ft,"If the perimeter of the square is $32$ feet, then the length of each side is $\\frac{32}{4}=8$ feet. That makes the area of the square $8^2=\\boxed{64}$ square feet",$8^2=\\boxed{64}$,3.MD.C.5.b
83,MATH Prealgebra,Find $r$ if $3(r-7) = 4(2-2r) + 4$,"Expanding both products gives \\[3r - 3\\cdot 7 = 4\\cdot 2 - 4\\cdot 2r + 4,\\] so $3r - 21 = 8 - 8r + 4$.  Simplifying the right-hand side gives $3r -21 = 12-8r$.  Adding $8r$ and 21 to both sides gives $11r = 33$, so $r=\\boxed{3}$","\\[3r - 3\\cdot 7 = 4\\cdot 2 - 4\\cdot 2r + 4,\\]",7.EE.A.1
84,MATH Prealgebra,Find $r$ if $3(r-7) = 4(2-2r) + 4$,"Expanding both products gives \\[3r - 3\\cdot 7 = 4\\cdot 2 - 4\\cdot 2r + 4,\\] so $3r - 21 = 8 - 8r + 4$.  Simplifying the right-hand side gives $3r -21 = 12-8r$.  Adding $8r$ and 21 to both sides gives $11r = 33$, so $r=\\boxed{3}$",$3r - 21 = 8 - 8r + 4$,7.EE.A.1
85,MATH Prealgebra,Find $r$ if $3(r-7) = 4(2-2r) + 4$,"Expanding both products gives \\[3r - 3\\cdot 7 = 4\\cdot 2 - 4\\cdot 2r + 4,\\] so $3r - 21 = 8 - 8r + 4$.  Simplifying the right-hand side gives $3r -21 = 12-8r$.  Adding $8r$ and 21 to both sides gives $11r = 33$, so $r=\\boxed{3}$",$3r -21 = 12-8r$,7.EE.A.1
86,MATH Prealgebra,Find $r$ if $3(r-7) = 4(2-2r) + 4$,"Expanding both products gives \\[3r - 3\\cdot 7 = 4\\cdot 2 - 4\\cdot 2r + 4,\\] so $3r - 21 = 8 - 8r + 4$.  Simplifying the right-hand side gives $3r -21 = 12-8r$.  Adding $8r$ and 21 to both sides gives $11r = 33$, so $r=\\boxed{3}$",$8r$,7.EE.A.1
87,MATH Prealgebra,Find $r$ if $3(r-7) = 4(2-2r) + 4$,"Expanding both products gives \\[3r - 3\\cdot 7 = 4\\cdot 2 - 4\\cdot 2r + 4,\\] so $3r - 21 = 8 - 8r + 4$.  Simplifying the right-hand side gives $3r -21 = 12-8r$.  Adding $8r$ and 21 to both sides gives $11r = 33$, so $r=\\boxed{3}$",$11r = 33$,7.EE.A.1
88,MATH Prealgebra,Find $r$ if $3(r-7) = 4(2-2r) + 4$,"Expanding both products gives \\[3r - 3\\cdot 7 = 4\\cdot 2 - 4\\cdot 2r + 4,\\] so $3r - 21 = 8 - 8r + 4$.  Simplifying the right-hand side gives $3r -21 = 12-8r$.  Adding $8r$ and 21 to both sides gives $11r = 33$, so $r=\\boxed{3}$",$r=\\boxed{3}$,7.EE.A.1
89,MATH Intermediate Algebra,Let $a$ and $b$ be nonzero real numbers such that\n\\[(2 - 7i)(a + bi)\\]is pure imaginary.  Find $\\frac{a}{b}.$,"Expanding $(2 - 7i)(a + bi),$ we get\n\\[2a - 7ai + 2bi - 7bi^2 = 2a - 7ai + 2bi + 7b.\\]Since this number is pure imaginary, the real part $2a + 7b$ is equal to 0.  Hence, $\\frac{a}{b} = \\boxed{-\\frac{7}{2}}.$","$(2 - 7i)(a + bi),$",HS.N-CN.C.7
90,MATH Intermediate Algebra,Let $a$ and $b$ be nonzero real numbers such that\n\\[(2 - 7i)(a + bi)\\]is pure imaginary.  Find $\\frac{a}{b}.$,"Expanding $(2 - 7i)(a + bi),$ we get\n\\[2a - 7ai + 2bi - 7bi^2 = 2a - 7ai + 2bi + 7b.\\]Since this number is pure imaginary, the real part $2a + 7b$ is equal to 0.  Hence, $\\frac{a}{b} = \\boxed{-\\frac{7}{2}}.$",\\[2a - 7ai + 2bi - 7bi^2 = 2a - 7ai + 2bi + 7b.\\],HS.N-CN.C.7
91,MATH Intermediate Algebra,Let $a$ and $b$ be nonzero real numbers such that\n\\[(2 - 7i)(a + bi)\\]is pure imaginary.  Find $\\frac{a}{b}.$,"Expanding $(2 - 7i)(a + bi),$ we get\n\\[2a - 7ai + 2bi - 7bi^2 = 2a - 7ai + 2bi + 7b.\\]Since this number is pure imaginary, the real part $2a + 7b$ is equal to 0.  Hence, $\\frac{a}{b} = \\boxed{-\\frac{7}{2}}.$",$2a + 7b$,HS.A-CED.A.2
92,MATH Intermediate Algebra,Let $a$ and $b$ be nonzero real numbers such that\n\\[(2 - 7i)(a + bi)\\]is pure imaginary.  Find $\\frac{a}{b}.$,"Expanding $(2 - 7i)(a + bi),$ we get\n\\[2a - 7ai + 2bi - 7bi^2 = 2a - 7ai + 2bi + 7b.\\]Since this number is pure imaginary, the real part $2a + 7b$ is equal to 0.  Hence, $\\frac{a}{b} = \\boxed{-\\frac{7}{2}}.$",$\\frac{a}{b} = \\boxed{-\\frac{7}{2}}.$,HS.A-CED.A.2
93,MATH Intermediate Algebra,What is the value of $\\log_{10}{4}+2\\log_{10}{5}+3\\log_{10}{2}+6\\log_{10}{5}+\\log_{10}{8}$?,We use the two identities $a\\log_b{x}=\\log_b{x^a}$ and $\\log_b{x}+\\log_b{y}=\\log_b{xy}$. The given expression becomes \\begin{align*}\n\\log_{10}{4}+2\\log_{10}{5}+3\\log_{10}{2}+6\\log_{10}{5}+\\log_{10}{8}&=\\log_{10}{2^2}+\\log_{10}{5^2}+\\log_{10}{2^3}+\\log_{10}{5^6}+\\log_{10}{2^3} \\\\\n&=\\log_{10}{(2^2 \\cdot 5^2 \\cdot 2^3 \\cdot 5^6 \\cdot 2^3)}\\\\\n&=\\log_{10}{(2^8 \\cdot 5^8)} \\\\\n&=\\log_{10}{10^8} \\\\\n&=\\boxed{8}.\n\\end{align*},$a\\log_b{x}=\\log_b{x^a}$,HS.F-BF.B.5
94,MATH Intermediate Algebra,What is the value of $\\log_{10}{4}+2\\log_{10}{5}+3\\log_{10}{2}+6\\log_{10}{5}+\\log_{10}{8}$?,We use the two identities $a\\log_b{x}=\\log_b{x^a}$ and $\\log_b{x}+\\log_b{y}=\\log_b{xy}$. The given expression becomes \\begin{align*}\n\\log_{10}{4}+2\\log_{10}{5}+3\\log_{10}{2}+6\\log_{10}{5}+\\log_{10}{8}&=\\log_{10}{2^2}+\\log_{10}{5^2}+\\log_{10}{2^3}+\\log_{10}{5^6}+\\log_{10}{2^3} \\\\\n&=\\log_{10}{(2^2 \\cdot 5^2 \\cdot 2^3 \\cdot 5^6 \\cdot 2^3)}\\\\\n&=\\log_{10}{(2^8 \\cdot 5^8)} \\\\\n&=\\log_{10}{10^8} \\\\\n&=\\boxed{8}.\n\\end{align*},$\\log_b{x}+\\log_b{y}=\\log_b{xy}$,HS.F-BF.B.5
95,MATH Number Theory,Find the remainder when the sum \\[75+76+77+78+79+80+81+82\\]is divided by 16,"We notice that 16 divides $78+82$ as well as $79+81$ and also 80.  Therefore the sum is congruent to  \\[75+76+77\\pmod{16}.\\]Since these numbers are congruent to $-5$, $-4$, and $-3$ modulo 16, this can be computed as  \\[-5-4-3\\equiv-12\\pmod{16}.\\]Finally, since $-12\\equiv4\\pmod{16}$ the remainder we seek is $\\boxed{4}$",$78+82$,4.OA.A.3
96,MATH Number Theory,Find the remainder when the sum \\[75+76+77+78+79+80+81+82\\]is divided by 16,"We notice that 16 divides $78+82$ as well as $79+81$ and also 80.  Therefore the sum is congruent to  \\[75+76+77\\pmod{16}.\\]Since these numbers are congruent to $-5$, $-4$, and $-3$ modulo 16, this can be computed as  \\[-5-4-3\\equiv-12\\pmod{16}.\\]Finally, since $-12\\equiv4\\pmod{16}$ the remainder we seek is $\\boxed{4}$",$79+81$,4.OA.A.3
97,MATH Number Theory,Find the remainder when the sum \\[75+76+77+78+79+80+81+82\\]is divided by 16,"We notice that 16 divides $78+82$ as well as $79+81$ and also 80.  Therefore the sum is congruent to  \\[75+76+77\\pmod{16}.\\]Since these numbers are congruent to $-5$, $-4$, and $-3$ modulo 16, this can be computed as  \\[-5-4-3\\equiv-12\\pmod{16}.\\]Finally, since $-12\\equiv4\\pmod{16}$ the remainder we seek is $\\boxed{4}$",\\[75+76+77\\pmod{16}.\\],4.OA.A.3
98,MATH Number Theory,Find the remainder when the sum \\[75+76+77+78+79+80+81+82\\]is divided by 16,"We notice that 16 divides $78+82$ as well as $79+81$ and also 80.  Therefore the sum is congruent to  \\[75+76+77\\pmod{16}.\\]Since these numbers are congruent to $-5$, $-4$, and $-3$ modulo 16, this can be computed as  \\[-5-4-3\\equiv-12\\pmod{16}.\\]Finally, since $-12\\equiv4\\pmod{16}$ the remainder we seek is $\\boxed{4}$",$-5$,4.OA.A.3
99,MATH Number Theory,Find the remainder when the sum \\[75+76+77+78+79+80+81+82\\]is divided by 16,"We notice that 16 divides $78+82$ as well as $79+81$ and also 80.  Therefore the sum is congruent to  \\[75+76+77\\pmod{16}.\\]Since these numbers are congruent to $-5$, $-4$, and $-3$ modulo 16, this can be computed as  \\[-5-4-3\\equiv-12\\pmod{16}.\\]Finally, since $-12\\equiv4\\pmod{16}$ the remainder we seek is $\\boxed{4}$",$-4$,4.OA.A.3
100,MATH Number Theory,Find the remainder when the sum \\[75+76+77+78+79+80+81+82\\]is divided by 16,"We notice that 16 divides $78+82$ as well as $79+81$ and also 80.  Therefore the sum is congruent to  \\[75+76+77\\pmod{16}.\\]Since these numbers are congruent to $-5$, $-4$, and $-3$ modulo 16, this can be computed as  \\[-5-4-3\\equiv-12\\pmod{16}.\\]Finally, since $-12\\equiv4\\pmod{16}$ the remainder we seek is $\\boxed{4}$",$-3$,4.OA.A.3
101,MATH Number Theory,Find the remainder when the sum \\[75+76+77+78+79+80+81+82\\]is divided by 16,"We notice that 16 divides $78+82$ as well as $79+81$ and also 80.  Therefore the sum is congruent to  \\[75+76+77\\pmod{16}.\\]Since these numbers are congruent to $-5$, $-4$, and $-3$ modulo 16, this can be computed as  \\[-5-4-3\\equiv-12\\pmod{16}.\\]Finally, since $-12\\equiv4\\pmod{16}$ the remainder we seek is $\\boxed{4}$",\\[-5-4-3\\equiv-12\\pmod{16}.\\],4.OA.A.3
102,MATH Number Theory,Find the remainder when the sum \\[75+76+77+78+79+80+81+82\\]is divided by 16,"We notice that 16 divides $78+82$ as well as $79+81$ and also 80.  Therefore the sum is congruent to  \\[75+76+77\\pmod{16}.\\]Since these numbers are congruent to $-5$, $-4$, and $-3$ modulo 16, this can be computed as  \\[-5-4-3\\equiv-12\\pmod{16}.\\]Finally, since $-12\\equiv4\\pmod{16}$ the remainder we seek is $\\boxed{4}$",$-12\\equiv4\\pmod{16}$,4.OA.A.3
103,MATH Number Theory,Find the remainder when the sum \\[75+76+77+78+79+80+81+82\\]is divided by 16,"We notice that 16 divides $78+82$ as well as $79+81$ and also 80.  Therefore the sum is congruent to  \\[75+76+77\\pmod{16}.\\]Since these numbers are congruent to $-5$, $-4$, and $-3$ modulo 16, this can be computed as  \\[-5-4-3\\equiv-12\\pmod{16}.\\]Finally, since $-12\\equiv4\\pmod{16}$ the remainder we seek is $\\boxed{4}$",$\\boxed{4}$,4.OA.A.3
104,MATH Number Theory,"Abigail, Beatrice, and Carson combine their eggs to sell them at the market. If Abigail has 37 eggs, Beatrice has 49 eggs, and Carson has 14 eggs, and if eggs can only be sold in cartons of 12, how many eggs will be left over if all cartons are sold?","The remainder when $37+49+14$ is divided by $12$ is the same as the remainder when the congruences of each number mod 12 are summed and then divided by 12. In other words, since we have \\begin{align*}\n37 &\\equiv 1\\pmod{12}\\\\\n49 &\\equiv 1\\pmod{12} \\\\\n14 &\\equiv 2\\pmod{12}\n\\end{align*}then therefore, $37+49+14 \\equiv1+1+2 \\equiv \\boxed{4}\\pmod{12}$",$37+49+14$,2.OA.A.1
105,MATH Number Theory,"Abigail, Beatrice, and Carson combine their eggs to sell them at the market. If Abigail has 37 eggs, Beatrice has 49 eggs, and Carson has 14 eggs, and if eggs can only be sold in cartons of 12, how many eggs will be left over if all cartons are sold?","The remainder when $37+49+14$ is divided by $12$ is the same as the remainder when the congruences of each number mod 12 are summed and then divided by 12. In other words, since we have \\begin{align*}\n37 &\\equiv 1\\pmod{12}\\\\\n49 &\\equiv 1\\pmod{12} \\\\\n14 &\\equiv 2\\pmod{12}\n\\end{align*}then therefore, $37+49+14 \\equiv1+1+2 \\equiv \\boxed{4}\\pmod{12}$",$12$,4.OA.A.3
106,MATH Number Theory,"Abigail, Beatrice, and Carson combine their eggs to sell them at the market. If Abigail has 37 eggs, Beatrice has 49 eggs, and Carson has 14 eggs, and if eggs can only be sold in cartons of 12, how many eggs will be left over if all cartons are sold?","The remainder when $37+49+14$ is divided by $12$ is the same as the remainder when the congruences of each number mod 12 are summed and then divided by 12. In other words, since we have \\begin{align*}\n37 &\\equiv 1\\pmod{12}\\\\\n49 &\\equiv 1\\pmod{12} \\\\\n14 &\\equiv 2\\pmod{12}\n\\end{align*}then therefore, $37+49+14 \\equiv1+1+2 \\equiv \\boxed{4}\\pmod{12}$",$37+49+14 \\equiv1+1+2 \\equiv \\boxed{4}\\pmod{12}$,4.OA.A.3
107,MATH precalculus,Compute $\\arccos (\\cos 7).$  All functions are in radians.,"Since $\\cos (7 - 2 \\pi) = \\cos 7$ and $0 \\le 7 - 2 \\pi \\le \\pi,$ $\\arccos (\\cos 7) = \\boxed{7 - 2 \\pi}.$",$\\cos (7 - 2 \\pi) = \\cos 7$,HS.F-TF.B.7
108,MATH precalculus,Compute $\\arccos (\\cos 7).$  All functions are in radians.,"Since $\\cos (7 - 2 \\pi) = \\cos 7$ and $0 \\le 7 - 2 \\pi \\le \\pi,$ $\\arccos (\\cos 7) = \\boxed{7 - 2 \\pi}.$","$0 \\le 7 - 2 \\pi \\le \\pi,$",HS.F-TF.B.7
