No.,Source,Question,Solution,Step,KC applied
109,MATH precalculus,Compute $\\arccos (\\cos 7).$  All functions are in radians.,"Since $\\cos (7 - 2 \\pi) = \\cos 7$ and $0 \\le 7 - 2 \\pi \\le \\pi,$ $\\arccos (\\cos 7) = \\boxed{7 - 2 \\pi}.$",$\\arccos (\\cos 7) = \\boxed{7 - 2 \\pi}.$,HS.F-TF.B.7
110,MATH precalculus,Simplify\n\\[\\frac{\\sin 10^\\circ + \\sin 20^\\circ + \\sin 30^\\circ + \\sin 40^\\circ + \\sin 50^\\circ + \\sin 60^\\circ + \\sin 70^\\circ + \\sin 80^\\circ}{\\cos 5^\\circ \\cos 10^\\circ \\cos 20^\\circ}.\\],"By sum-to-product,\n\\begin{align*}\n\\sin 10^\\circ + \\sin 80^\\circ &= 2 \\sin 45^\\circ \\cos 35^\\circ, \\\\\n\\sin 20^\\circ + \\sin 70^\\circ &= 2 \\sin 45^\\circ \\cos 25^\\circ, \\\\\n\\sin 30^\\circ + \\sin 60^\\circ &= 2 \\sin 45^\\circ \\cos 15^\\circ, \\\\\n\\sin 40^\\circ + \\sin 50^\\circ &= 2 \\sin 45^\\circ \\cos 5^\\circ,\n\\end{align*}so the given expression becomes\n\\[\\frac{2 \\sin 45^\\circ (\\cos 35^\\circ + \\cos 25^\\circ + \\cos 15^\\circ + \\cos 5^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ \\cos 20^\\circ}.\\]Similarly,\n\\begin{align*}\n\\cos 35^\\circ + \\cos 5^\\circ &= 2 \\cos 20^\\circ \\cos 15^\\circ, \\\\\n\\cos 25^\\circ + \\cos 15^\\circ &= 2 \\cos 20^\\circ \\cos 5^\\circ,\n\\end{align*}so the expression becomes\n\\[\\frac{4 \\sin 45^\\circ \\cos 20^\\circ (\\cos 5^\\circ + \\cos 15^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ \\cos 20^\\circ} = \\frac{4 \\sin 45^\\circ (\\cos 5^\\circ + \\cos 15^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ}.\\]Finally, $\\cos 5^\\circ + \\cos 15^\\circ = 2 \\cos 10^\\circ \\cos 5^\\circ,$ so\n\\[\\frac{4 \\sin 45^\\circ (\\cos 5^\\circ + \\cos 15^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ} = 8 \\sin 45^\\circ = \\boxed{4 \\sqrt{2}}.\\]",\\[\\frac{2 \\sin 45^\\circ (\\cos 35^\\circ + \\cos 25^\\circ + \\cos 15^\\circ + \\cos 5^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ \\cos 20^\\circ}.\\],HS.F-TF.C.9
111,MATH precalculus,Simplify\n\\[\\frac{\\sin 10^\\circ + \\sin 20^\\circ + \\sin 30^\\circ + \\sin 40^\\circ + \\sin 50^\\circ + \\sin 60^\\circ + \\sin 70^\\circ + \\sin 80^\\circ}{\\cos 5^\\circ \\cos 10^\\circ \\cos 20^\\circ}.\\],"By sum-to-product,\n\\begin{align*}\n\\sin 10^\\circ + \\sin 80^\\circ &= 2 \\sin 45^\\circ \\cos 35^\\circ, \\\\\n\\sin 20^\\circ + \\sin 70^\\circ &= 2 \\sin 45^\\circ \\cos 25^\\circ, \\\\\n\\sin 30^\\circ + \\sin 60^\\circ &= 2 \\sin 45^\\circ \\cos 15^\\circ, \\\\\n\\sin 40^\\circ + \\sin 50^\\circ &= 2 \\sin 45^\\circ \\cos 5^\\circ,\n\\end{align*}so the given expression becomes\n\\[\\frac{2 \\sin 45^\\circ (\\cos 35^\\circ + \\cos 25^\\circ + \\cos 15^\\circ + \\cos 5^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ \\cos 20^\\circ}.\\]Similarly,\n\\begin{align*}\n\\cos 35^\\circ + \\cos 5^\\circ &= 2 \\cos 20^\\circ \\cos 15^\\circ, \\\\\n\\cos 25^\\circ + \\cos 15^\\circ &= 2 \\cos 20^\\circ \\cos 5^\\circ,\n\\end{align*}so the expression becomes\n\\[\\frac{4 \\sin 45^\\circ \\cos 20^\\circ (\\cos 5^\\circ + \\cos 15^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ \\cos 20^\\circ} = \\frac{4 \\sin 45^\\circ (\\cos 5^\\circ + \\cos 15^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ}.\\]Finally, $\\cos 5^\\circ + \\cos 15^\\circ = 2 \\cos 10^\\circ \\cos 5^\\circ,$ so\n\\[\\frac{4 \\sin 45^\\circ (\\cos 5^\\circ + \\cos 15^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ} = 8 \\sin 45^\\circ = \\boxed{4 \\sqrt{2}}.\\]",\\[\\frac{4 \\sin 45^\\circ \\cos 20^\\circ (\\cos 5^\\circ + \\cos 15^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ \\cos 20^\\circ} = \\frac{4 \\sin 45^\\circ (\\cos 5^\\circ + \\cos 15^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ}.\\],HS.F-TF.C.9
112,MATH precalculus,Simplify\n\\[\\frac{\\sin 10^\\circ + \\sin 20^\\circ + \\sin 30^\\circ + \\sin 40^\\circ + \\sin 50^\\circ + \\sin 60^\\circ + \\sin 70^\\circ + \\sin 80^\\circ}{\\cos 5^\\circ \\cos 10^\\circ \\cos 20^\\circ}.\\],"By sum-to-product,\n\\begin{align*}\n\\sin 10^\\circ + \\sin 80^\\circ &= 2 \\sin 45^\\circ \\cos 35^\\circ, \\\\\n\\sin 20^\\circ + \\sin 70^\\circ &= 2 \\sin 45^\\circ \\cos 25^\\circ, \\\\\n\\sin 30^\\circ + \\sin 60^\\circ &= 2 \\sin 45^\\circ \\cos 15^\\circ, \\\\\n\\sin 40^\\circ + \\sin 50^\\circ &= 2 \\sin 45^\\circ \\cos 5^\\circ,\n\\end{align*}so the given expression becomes\n\\[\\frac{2 \\sin 45^\\circ (\\cos 35^\\circ + \\cos 25^\\circ + \\cos 15^\\circ + \\cos 5^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ \\cos 20^\\circ}.\\]Similarly,\n\\begin{align*}\n\\cos 35^\\circ + \\cos 5^\\circ &= 2 \\cos 20^\\circ \\cos 15^\\circ, \\\\\n\\cos 25^\\circ + \\cos 15^\\circ &= 2 \\cos 20^\\circ \\cos 5^\\circ,\n\\end{align*}so the expression becomes\n\\[\\frac{4 \\sin 45^\\circ \\cos 20^\\circ (\\cos 5^\\circ + \\cos 15^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ \\cos 20^\\circ} = \\frac{4 \\sin 45^\\circ (\\cos 5^\\circ + \\cos 15^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ}.\\]Finally, $\\cos 5^\\circ + \\cos 15^\\circ = 2 \\cos 10^\\circ \\cos 5^\\circ,$ so\n\\[\\frac{4 \\sin 45^\\circ (\\cos 5^\\circ + \\cos 15^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ} = 8 \\sin 45^\\circ = \\boxed{4 \\sqrt{2}}.\\]","$\\cos 5^\\circ + \\cos 15^\\circ = 2 \\cos 10^\\circ \\cos 5^\\circ,$",HS.F-TF.C.9
113,MATH precalculus,Simplify\n\\[\\frac{\\sin 10^\\circ + \\sin 20^\\circ + \\sin 30^\\circ + \\sin 40^\\circ + \\sin 50^\\circ + \\sin 60^\\circ + \\sin 70^\\circ + \\sin 80^\\circ}{\\cos 5^\\circ \\cos 10^\\circ \\cos 20^\\circ}.\\],"By sum-to-product,\n\\begin{align*}\n\\sin 10^\\circ + \\sin 80^\\circ &= 2 \\sin 45^\\circ \\cos 35^\\circ, \\\\\n\\sin 20^\\circ + \\sin 70^\\circ &= 2 \\sin 45^\\circ \\cos 25^\\circ, \\\\\n\\sin 30^\\circ + \\sin 60^\\circ &= 2 \\sin 45^\\circ \\cos 15^\\circ, \\\\\n\\sin 40^\\circ + \\sin 50^\\circ &= 2 \\sin 45^\\circ \\cos 5^\\circ,\n\\end{align*}so the given expression becomes\n\\[\\frac{2 \\sin 45^\\circ (\\cos 35^\\circ + \\cos 25^\\circ + \\cos 15^\\circ + \\cos 5^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ \\cos 20^\\circ}.\\]Similarly,\n\\begin{align*}\n\\cos 35^\\circ + \\cos 5^\\circ &= 2 \\cos 20^\\circ \\cos 15^\\circ, \\\\\n\\cos 25^\\circ + \\cos 15^\\circ &= 2 \\cos 20^\\circ \\cos 5^\\circ,\n\\end{align*}so the expression becomes\n\\[\\frac{4 \\sin 45^\\circ \\cos 20^\\circ (\\cos 5^\\circ + \\cos 15^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ \\cos 20^\\circ} = \\frac{4 \\sin 45^\\circ (\\cos 5^\\circ + \\cos 15^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ}.\\]Finally, $\\cos 5^\\circ + \\cos 15^\\circ = 2 \\cos 10^\\circ \\cos 5^\\circ,$ so\n\\[\\frac{4 \\sin 45^\\circ (\\cos 5^\\circ + \\cos 15^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ} = 8 \\sin 45^\\circ = \\boxed{4 \\sqrt{2}}.\\]",\\[\\frac{4 \\sin 45^\\circ (\\cos 5^\\circ + \\cos 15^\\circ)}{\\cos 5^\\circ \\cos 10^\\circ} = 8 \\sin 45^\\circ = \\boxed{4 \\sqrt{2}}.\\],HS.F-TF.C.9
114,MATH Geometry,"Square ABCD has its center at $(8,-8)$ and has an area of 4 square units. The top side of the square is horizontal. The square is then dilated with the dilation center at (0,0) and a scale factor of 2. What are the coordinates of the vertex of the image of square ABCD that is farthest from the origin? Give your answer as an ordered pair.""","With the center of dilation at the origin and a scale factor of 2, all the coordinates of square $ABCD$ are twice the coordinates of its preimage. The preimage has an area of 4 square units, so its side length is 2 units. Since the center of the preimage is at $(8, -8)$, the four vertices of the preimage are at $(7, -9), (7, -7), (9, -7)$ and $(9, -9)$. The point $(9, -9)$ is the farthest from the origin on the preimage, so the point farthest from the origin on the image of square $ABCD$ is $\\boxed{(18, -18)}.$",$ABCD$,8.G.A.3
115,MATH Geometry,"Square ABCD has its center at $(8,-8)$ and has an area of 4 square units. The top side of the square is horizontal. The square is then dilated with the dilation center at (0,0) and a scale factor of 2. What are the coordinates of the vertex of the image of square ABCD that is farthest from the origin? Give your answer as an ordered pair.""","With the center of dilation at the origin and a scale factor of 2, all the coordinates of square $ABCD$ are twice the coordinates of its preimage. The preimage has an area of 4 square units, so its side length is 2 units. Since the center of the preimage is at $(8, -8)$, the four vertices of the preimage are at $(7, -9), (7, -7), (9, -7)$ and $(9, -9)$. The point $(9, -9)$ is the farthest from the origin on the preimage, so the point farthest from the origin on the image of square $ABCD$ is $\\boxed{(18, -18)}.$","$(8, -8)$",8.G.A.3
116,MATH Geometry,"Square ABCD has its center at $(8,-8)$ and has an area of 4 square units. The top side of the square is horizontal. The square is then dilated with the dilation center at (0,0) and a scale factor of 2. What are the coordinates of the vertex of the image of square ABCD that is farthest from the origin? Give your answer as an ordered pair.""","With the center of dilation at the origin and a scale factor of 2, all the coordinates of square $ABCD$ are twice the coordinates of its preimage. The preimage has an area of 4 square units, so its side length is 2 units. Since the center of the preimage is at $(8, -8)$, the four vertices of the preimage are at $(7, -9), (7, -7), (9, -7)$ and $(9, -9)$. The point $(9, -9)$ is the farthest from the origin on the preimage, so the point farthest from the origin on the image of square $ABCD$ is $\\boxed{(18, -18)}.$","$(7, -9), (7, -7), (9, -7)$",8.G.A.3
117,MATH Geometry,"Square ABCD has its center at $(8,-8)$ and has an area of 4 square units. The top side of the square is horizontal. The square is then dilated with the dilation center at (0,0) and a scale factor of 2. What are the coordinates of the vertex of the image of square ABCD that is farthest from the origin? Give your answer as an ordered pair.""","With the center of dilation at the origin and a scale factor of 2, all the coordinates of square $ABCD$ are twice the coordinates of its preimage. The preimage has an area of 4 square units, so its side length is 2 units. Since the center of the preimage is at $(8, -8)$, the four vertices of the preimage are at $(7, -9), (7, -7), (9, -7)$ and $(9, -9)$. The point $(9, -9)$ is the farthest from the origin on the preimage, so the point farthest from the origin on the image of square $ABCD$ is $\\boxed{(18, -18)}.$","$(9, -9)$",8.G.A.3
118,MATH Geometry,"Square ABCD has its center at $(8,-8)$ and has an area of 4 square units. The top side of the square is horizontal. The square is then dilated with the dilation center at (0,0) and a scale factor of 2. What are the coordinates of the vertex of the image of square ABCD that is farthest from the origin? Give your answer as an ordered pair.""","With the center of dilation at the origin and a scale factor of 2, all the coordinates of square $ABCD$ are twice the coordinates of its preimage. The preimage has an area of 4 square units, so its side length is 2 units. Since the center of the preimage is at $(8, -8)$, the four vertices of the preimage are at $(7, -9), (7, -7), (9, -7)$ and $(9, -9)$. The point $(9, -9)$ is the farthest from the origin on the preimage, so the point farthest from the origin on the image of square $ABCD$ is $\\boxed{(18, -18)}.$","$(9, -9)$",8.G.A.3
119,MATH Geometry,"Square ABCD has its center at $(8,-8)$ and has an area of 4 square units. The top side of the square is horizontal. The square is then dilated with the dilation center at (0,0) and a scale factor of 2. What are the coordinates of the vertex of the image of square ABCD that is farthest from the origin? Give your answer as an ordered pair.""","With the center of dilation at the origin and a scale factor of 2, all the coordinates of square $ABCD$ are twice the coordinates of its preimage. The preimage has an area of 4 square units, so its side length is 2 units. Since the center of the preimage is at $(8, -8)$, the four vertices of the preimage are at $(7, -9), (7, -7), (9, -7)$ and $(9, -9)$. The point $(9, -9)$ is the farthest from the origin on the preimage, so the point farthest from the origin on the image of square $ABCD$ is $\\boxed{(18, -18)}.$",$ABCD$,8.G.A.3
120,MATH Geometry,"Square ABCD has its center at $(8,-8)$ and has an area of 4 square units. The top side of the square is horizontal. The square is then dilated with the dilation center at (0,0) and a scale factor of 2. What are the coordinates of the vertex of the image of square ABCD that is farthest from the origin? Give your answer as an ordered pair.""","With the center of dilation at the origin and a scale factor of 2, all the coordinates of square $ABCD$ are twice the coordinates of its preimage. The preimage has an area of 4 square units, so its side length is 2 units. Since the center of the preimage is at $(8, -8)$, the four vertices of the preimage are at $(7, -9), (7, -7), (9, -7)$ and $(9, -9)$. The point $(9, -9)$ is the farthest from the origin on the preimage, so the point farthest from the origin on the image of square $ABCD$ is $\\boxed{(18, -18)}.$","$\\boxed{(18, -18)}.$",8.G.A.3
121,MATH Geometry,"In regular octagon $ABCDEFGH$, $M$ and $N$ are midpoints of $\\overline{BC}$ and $\\overline{FG}$ respectively.  Compute $[ABMO]/[EDCMO]$. ($[ABCD]$ denotes the area of polygon $ABCD$.) [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\n\n[/asy]","We connect the midpoints of all opposite sides and we connect all opposite vertices: [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\npair X=(C+D)/2; pair Y=(G+H)/2; pair Z=(E+F)/2; pair W=(A+B)/2;\ndraw(Z--W,gray); draw(X--Y,gray); draw(B--F,gray); draw(C--G,gray); draw(D--H,gray); pair I=(D+E)/2; pair J=(A+H)/2; draw(I--J,gray);\n[/asy]\n\nBecause of symmetry, these lines split the octagon into 16 congruent regions.  Quadrilateral $ABMO$ is made up of three of these regions and pentagon $EDCMO$ is made up of five of these regions.  Hence, $[ABMO]/[EDCMO] = \\boxed{\\frac{3}{5}}$.",$A$,7.G.B.6
122,MATH Geometry,"In regular octagon $ABCDEFGH$, $M$ and $N$ are midpoints of $\\overline{BC}$ and $\\overline{FG}$ respectively.  Compute $[ABMO]/[EDCMO]$. ($[ABCD]$ denotes the area of polygon $ABCD$.) [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\n\n[/asy]","We connect the midpoints of all opposite sides and we connect all opposite vertices: [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\npair X=(C+D)/2; pair Y=(G+H)/2; pair Z=(E+F)/2; pair W=(A+B)/2;\ndraw(Z--W,gray); draw(X--Y,gray); draw(B--F,gray); draw(C--G,gray); draw(D--H,gray); pair I=(D+E)/2; pair J=(A+H)/2; draw(I--J,gray);\n[/asy]\n\nBecause of symmetry, these lines split the octagon into 16 congruent regions.  Quadrilateral $ABMO$ is made up of three of these regions and pentagon $EDCMO$ is made up of five of these regions.  Hence, $[ABMO]/[EDCMO] = \\boxed{\\frac{3}{5}}$.",$B$,7.G.B.6
123,MATH Geometry,"In regular octagon $ABCDEFGH$, $M$ and $N$ are midpoints of $\\overline{BC}$ and $\\overline{FG}$ respectively.  Compute $[ABMO]/[EDCMO]$. ($[ABCD]$ denotes the area of polygon $ABCD$.) [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\n\n[/asy]","We connect the midpoints of all opposite sides and we connect all opposite vertices: [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\npair X=(C+D)/2; pair Y=(G+H)/2; pair Z=(E+F)/2; pair W=(A+B)/2;\ndraw(Z--W,gray); draw(X--Y,gray); draw(B--F,gray); draw(C--G,gray); draw(D--H,gray); pair I=(D+E)/2; pair J=(A+H)/2; draw(I--J,gray);\n[/asy]\n\nBecause of symmetry, these lines split the octagon into 16 congruent regions.  Quadrilateral $ABMO$ is made up of three of these regions and pentagon $EDCMO$ is made up of five of these regions.  Hence, $[ABMO]/[EDCMO] = \\boxed{\\frac{3}{5}}$.",$C$,7.G.B.6
